INSTNM,ADM_RATE,NPT4_048_ALL,COSTT4_A,PCTPELL,C150_4,PCTFLOAN,CDR3,GRAD_DEBT_MDN,md_faminc,md_earn_wne_p10
Pennsylvania State University-Penn State Harrisburg,0.7994,16355,26651,0.3456,0.6086,0.6392,7.7,27000,70439.5,47500
Pennsylvania State University-Penn State Brandywine,0.7905,9809,19297,0.3403,0.441,0.6186,7.7,27000,70439.5,47500
Pennsylvania State University-Main Campus,0.542,20234,31625,0.1768,0.8484,0.522,7.7,27000,70439.5,47500
Pennsylvania State University-Penn State Greater Allegheny,0.7983,14346,24415,0.5024,0.4556,0.7543,7.7,27000,70439.5,47500
Pennsylvania State University-Penn State Abington,0.7774,10192,19611,0.4156,0.4803,0.6044,7.7,27000,70439.5,47500
Pennsylvania State University-Penn State Schuylkill,0.811,14458,24227,0.5283,0.4277,0.7716,7.7,27000,70439.5,47500
Pennsylvania State University-Penn State York,0.845,11204,19761,0.3143,0.4954,0.5671,7.7,27000,70439.5,47500
Peirce College,NULL,14904,19700,0.5409,0.2222,0.7461,14.2,39162.5,34735,44700
Pennsylvania Academy of the Fine Arts,0.8406,23400,43656,0.4123,0.6757,0.6635,8.3,26766,41646,20900
Pennsylvania College of Art and Design,0.3614,20586,28860,0.3918,0.5424,0.8898,12.7,27000,71555,27300
University of Pennsylvania,0.1224,6614,59600,0.1417,0.9569,0.2328,1.3,21500,62169,78200
Philadelphia University,0.6408,20479,46451,0.3026,0.5827,0.7216,3.8,27800,81316.5,48700
The University of the Arts,0.7539,29299,52401,0.3185,0.6378,0.6763,8.8,27000,81397,31100
Cairn University-Langhorne,0.5131,16082,32509,0.444,0.6988,0.8416,5.1,27000,61586.5,32600
University of the Sciences,0.5635,23440,49327,0.2632,0.7181,0.7424,2.4,27000,82840.5,85800
University of Pittsburgh-Bradford,0.8532,13246,23732,0.4526,0.5189,0.7833,4.2,26896.5,71893,48200
University of Pittsburgh-Greensburg,0.9311,13366,23343,0.52,0.5329,0.7191,4.2,26896.5,71893,48200
University of Pittsburgh-Johnstown,0.9038,14532,23709,0.3056,0.5501,0.7285,4.2,26896.5,71893,48200
University of Pittsburgh-Pittsburgh Campus,0.5613,21249,30410,0.1706,0.8044,0.5513,4.2,26896.5,71893,48200
Point Park University,0.7393,19956,36726,0.4194,0.4978,0.7719,11.2,27000,46028,37900
Robert Morris University,0.8051,18335,38274,0.3466,0.5587,0.7034,4.9,27000,63178.5,44900
Rosemont College,0.5838,21555,45067,0.5382,0.4559,0.8416,7.2,28000,45253,45800
Saint Francis University,0.7606,17448,42492,0.224,0.7146,0.6303,4.8,NULL,72643.5,46900
Saint Joseph's University,0.7873,26676,52779,0.1357,0.7851,0.5054,4.4,24250,109701.5,58500
Saint Vincent College,0.6875,14963,41591,0.2912,0.6998,0.7069,4.7,27000,80131,44200
University of Scranton,0.7503,23736,51962,0.2014,0.8176,0.6741,4,27000,93993,56000
Seton Hill University,0.652,18114,40497,0.3169,0.6113,0.7153,6.6,27000,56664,35600
Shippensburg University of Pennsylvania,0.8341,12840,20840,0.3021,0.5483,0.7063,5.7,26000,75275.5,45200
Slippery Rock University of Pennsylvania,0.6698,13037,21303,0.322,0.6262,0.7326,5.2,25719.5,64717,39000
Saint Charles Borromeo Seminary-Overbrook,0.8571,31817,36410,0.1224,0.4286,0.3061,0,NULL,43198,NULL
Susquehanna University,0.7233,16757,49025,0.2248,0.747,0.6926,3.7,25000,89238,50000
Swarthmore College,0.1432,12559,58481,0.1411,0.9342,0.2616,0,19000,89473,49400
Talmudical Yeshiva of Philadelphia,0.7273,9928,17900,0.2667,0.4571,0,0,NULL,50694,NULL
Temple University,0.6387,17074,27247,0.3352,0.6632,0.6583,5.6,25799,56155,46500
Thiel College,0.655,22137,39573,0.458,0.3444,0.847,13.8,28000,57911,37200
Thomas Jefferson University,NULL,NULL,NULL,0.2306,NULL,0.6208,0.8,12500,35601,78000
Ursinus College,0.6633,18920,57163,0.2155,0.7906,0.6988,2.9,27000,89174,51500
Valley Forge Christian College,0.6585,20226,29736,0.4295,0.4176,0.7085,10.7,27000,53124.5,28500
Villanova University,0.489,19336,56265,0.1156,0.9008,0.4356,2,27000,112696,73700
Washington & Jefferson College,0.3973,20537,49507,0.2393,0.7709,0.7481,2.8,27000,95549.5,49900
Waynesburg University,0.7523,14100,28822,0.3399,0.5398,0.8301,5.1,27000,64789,44700
West Chester University of Pennsylvania,0.5156,17090,24997,0.2406,0.6864,0.6315,5.2,23811,82783,46500
Westminster College_2,0.7336,17112,42474,0.3058,0.7653,0.7551,2.6,27000,75532,44400
Widener University-Main Campus,0.6726,24052,50294,0.2699,0.5601,0.7225,5.8,27800,60128,51700
Wilkes University,0.7598,20327,42612,0.3102,0.579,0.7381,5.1,27000,71479.5,49900
Wilson College,0.5267,21939,39818,0.3768,0.5732,0.7069,8,27000,43650,32600
York College Pennsylvania,0.7351,17791,27266,0.2422,0.5777,0.6847,4.9,26903,86883.5,47900
Brown University,0.0918,6104,58140,0.1444,0.9452,0.2317,1.3,16000,84559,59700
Bryant University,0.7655,26466,50858,0.1676,0.8198,0.6148,2.5,27000,104089,61900
Johnson & Wales University-Providence,0.7602,22696,40136,0.3349,0.5783,0.7804,11,27000,55421,35100
Providence College,0.5979,22130,56184,0.1341,0.8504,0.5326,2.3,27000,110798,59600
Rhode Island College,0.6915,6372,14858,0.3896,0.4292,0.5734,6.3,22300,52408,39600
University of Rhode Island,0.7871,12777,26262,0.2674,0.6344,0.7029,7.3,23250,78122.5,48200
Rhode Island School of Design,0.2731,32387,59597,0.1537,0.8732,0.3907,3.3,26024.5,75194,47300
Roger Williams University,0.8098,26419,48476,0.136,0.6255,0.5586,2.9,27000,102439,47200
Salve Regina University,0.6706,25429,48219,0.2333,0.6403,0.7204,2.7,27000,100931,48300
Northpoint Bible College,NULL,19094,23281,0.4897,0.5106,0.5747,15.2,25000,45987,25000
Allen University,NULL,13567,21447,0.8914,0.2286,0.8869,31.8,37676,20261,19400
Anderson University_2,0.6502,15398,35340,0.3422,0.4138,0.6056,9.6,27000,58707.5,32800
Charleston Southern University,0.6887,14966,33245,0.4667,0.3615,0.7398,8.8,28000,44120.5,36100
Benedict College,NULL,17419,30534,0.8279,0.2997,0.9232,32.7,43515,23066,21400
Bob Jones University,0.8241,14383,25781,0.413,0.6127,0.3931,0.9,19000,NULL,NULL
Southern Wesleyan University,0.937,16298,31054,0.4863,0.4426,0.6908,9.7,30575,43811,41300
College of Charleston,0.7031,12343,25086,0.2257,0.6448,0.4288,6.6,22341,71255,39700
Citadel Military College of South Carolina,0.8041,12305,24827,0.2355,0.6885,0.5215,5.7,24211,83389,52500
Claflin University,0.526,16214,29849,0.8041,0.437,0.8994,14.4,30000,27154,27500
Clemson University,0.5787,11553,27944,0.1782,0.8253,0.4174,4,22388.5,87306,49400
Coker College,0.5326,15434,32029,0.5515,0.4322,0.7853,8.7,31750,34833,32800
Columbia International University,0.6258,13099,28141,0.4828,0.6522,0.8076,6.5,20500,46934,29600
Columbia College_2,0.6499,15405,37599,0.5924,0.4244,0.7994,12,29527,39118,31800
Converse College,0.5201,16910,39748,0.4545,0.6194,0.7771,6,27000,50064,33400
Erskine College,0.6973,15539,45198,0.3565,0.5644,0.6173,6.8,27000,66611,36000
Francis Marion University,0.5667,11013,19965,0.5603,0.4059,0.7148,11,31251,38222,32300
Furman University,0.6397,14673,55434,0.146,0.8426,0.3381,2.7,24736.5,93139.5,47500
Lander University,0.4216,12024,21628,0.4914,0.515,0.6743,10,26780,45814,33900
Limestone College,0.5322,20018,34658,0.5202,0.3644,0.6825,13.1,29250,31465.5,36100
Medical University of South Carolina,NULL,NULL,NULL,0.1324,NULL,0.8824,1.3,3000,21383,73400
Morris College,NULL,12727,20419,0.8867,0.2644,0.9291,32.1,30175,21524,23200
Newberry College,0.5908,18405,37837,0.4655,0.4458,0.7514,15,27000,53768,33300
North Greenville University,0.5791,13677,28373,0.3817,0.5464,0.4719,6.9,20200,53275,31200
Presbyterian College,0.66,12395,45130,0.2254,0.6759,0.5209,6.2,25000,84599,41300
University of South Carolina-Aiken,0.5122,9403,18466,0.4158,0.4212,0.5839,8.2,26000,41442,37000
University of South Carolina-Beaufort,0.7304,11526,19354,0.3955,0.2689,0.6089,8.3,24250,34946,32400
University of South Carolina-Columbia,0.606,11384,23685,0.2394,0.7268,0.4922,4.7,22500,63282.5,42100
Coastal Carolina University,0.7404,12621,21601,0.377,0.4584,0.6858,10.6,25000,67086.5,36200
South Carolina State University,0.5079,17210,25265,0.7041,0.3568,0.8187,22.6,37000,28809,30400
University of South Carolina-Upstate,0.6422,11138,20848,0.4555,0.405,0.6512,8.9,23250,41002.5,36100
Voorhees College,0.5051,15260,24486,0.873,0.3303,0.8841,17.8,25000,22252,26400
Winthrop University,0.7225,13291,24595,0.4045,0.5587,0.6564,9.3,27000,56621.5,36100
Wofford College,0.688,23459,47856,0.1902,0.8156,0.412,2.6,24000,91037,46800
Augustana College_2,0.6809,13098,36828,0.2281,0.6643,0.6587,3.3,27000,76993.5,42600
Black Hills State University,0.8924,12177,15906,0.3475,0.3347,0.5873,8,25950,45782.5,34400
Dakota State University,0.8297,11534,17201,0.2364,0.4733,0.4321,9.1,24933,52416,37400
Dakota Wesleyan University,0.7023,13762,31596,0.4182,0.4221,0.8391,11.7,26500,42134,34100
Mount Marty College,0.7239,28484,33103,0.3118,0.5185,0.5203,8.1,28000,48944.5,32300
National American University-Rapid City,NULL,17070,21387,0.6962,0.1746,0.7789,21.4,34486,29341.5,37800
Northern State University,0.9334,11807,17334,0.2255,0.4853,0.4196,11.2,25654.5,48591.5,33200
Presentation College,0.6608,17802,26676,0.4933,0.3415,0.807,10.3,25000,39209,37100
South Dakota School of Mines and Technology,0.8608,13988,20234,0.2523,0.4566,0.5507,5,27100,57505.5,52300
South Dakota State University,0.919,12559,18547,0.2716,0.5566,0.6074,4.2,25000,63089,40600
University of Sioux Falls,0.969,16107,33909,0.2839,0.4747,0.7345,4.3,25000,62665.5,36900
University of South Dakota,0.8788,12506,18843,0.2876,0.5515,0.5899,6.4,24000,53346,39500
American Baptist College,NULL,23753,26086,0.646,0.5,0.7611,0,22375,18523,NULL
Austin Peay State University,0.8595,13975,18852,0.5384,0.3603,0.5866,13.7,25000,30942,34700
Baptist Memorial College of Health Sciences,0.463,5820,19745,0.4765,0.3878,0.8121,5.9,31424.5,41376,54900
Belmont University,0.7987,25389,41450,0.1756,0.6796,0.6481,1.9,23250,83588,39100
Bethel University_2,0.5103,17732,26864,0.607,0.302,0.7765,10.2,25000,37640.5,35200
Bryan College-Dayton,0.3762,11521,29489,0.3395,0.6154,0.4577,6.9,18750,55458.5,35500
Carson-Newman University,0.6657,12299,32446,0.4113,0.4954,0.6586,10.3,25500,52873,35400
Christian Brothers University,0.4745,5659,34413,0.4228,0.5668,0.6516,7.2,27000,41418,45300
Cumberland University,0.473,14383,33402,0.3976,0.3714,0.6097,8.4,22143,47713,35000
Lipscomb University,0.527,18017,37181,0.2854,0.64,0.5766,3.5,22125,79148,39000
East Tennessee State University,0.8649,13101,22485,0.4367,0.4129,0.5122,12.4,20259,36276,34000
Fisk University,0.3968,19390,38893,0.6206,0.5217,0.7098,10.4,27500,38568,33800
Welch College,NULL,15991,25413,0.3987,0.4576,0.4937,19.1,24375,53999,31200
Freed-Hardeman University,0.9203,16669,32814,0.3423,0.5325,0.6225,8.2,26950,64443,37000
Johnson University,0.5464,10816,19898,0.4878,0.5723,0.601,7.4,22620,53910.5,29400
King University,0.6377,13262,36533,0.459,0.5165,0.6903,5.5,20500,52011,39700
South College,NULL,28079,34415,0.4816,0.2826,0.7293,18.5,31332,20445,22400
Lane College,0.4916,10773,17406,0.9246,0.3082,0.9312,12.9,31478,25617,25000
Le Moyne-Owen College,0.2335,12004,16427,0.7616,0.1685,0.8312,19,NULL,17437.5,28300
Lee University,0.9165,10964,23554,0.3926,0.5313,0.5246,11.3,28000,54410,32400
Lincoln Memorial University,0.6995,7516,31241,0.5057,0.5304,0.866,5.3,18832,31386,37500
Martin Methodist College,NULL,14707,31701,0.5588,0.4279,0.6213,21.7,22875,36518.5,29100
Maryville College,0.7259,11366,41481,0.4254,0.5584,0.7045,5.8,27000,61945.5,36500
Memphis College of Art,0.3978,18893,37855,0.5694,0.4722,0.7803,16.6,31500,39874.5,26700
University of Memphis,0.6841,10067,20899,0.471,0.432,0.6224,12.4,26393.5,29727,37000
Victory University,0.9547,19664,23179,0.5951,0.0541,0.6499,NULL,40625,28788,39000
Middle Tennessee State University,0.6996,6864,17501,0.4485,0.4565,0.5732,11.6,22170.5,42980,36100
Milligan College,0.683,11813,36252,0.3567,0.5206,0.6025,2.8,24100,63207.5,36400
O'More College of Design,0.5816,20004,35632,0.322,0.4286,0.5122,8.3,29500,55868,NULL
Rhodes College,0.5764,18551,50659,0.1426,0.7832,0.3979,4.2,27000,100407,50300
Sewanee-The University of the South,0.6027,22427,46530,0.1756,0.7805,0.167,4.8,19500,81758,38200
Southern Adventist University,0.3826,14730,29085,0.3764,0.5969,0.5863,6.3,26266,57374,38500
Tennessee Wesleyan College,0.713,9933,28119,0.4589,0.4444,0.6667,9.5,21000,45726.5,35300
The University of Tennessee-Chattanooga,0.7757,7539,19192,0.3527,0.3714,0.6922,8.9,20500,43600,36500
The University of Tennessee-Knoxville,0.7249,9038,24746,0.2991,0.6754,0.4396,6,20338.5,55229,42300
The University of Tennessee-Martin,0.7668,4939,16227,0.4709,0.4645,0.5605,13.1,23750,41497,34800
Tennessee State University,NULL,8895,16903,0.6656,0.2956,0.7748,11.5,28500,33626,35800
Tennessee Technological University,0.9316,8585,19900,0.3695,0.5064,0.4547,8.7,15625,45109,37700
Tennessee Temple University,0.7843,14008,23217,0.7909,0.1897,0.9395,25.4,22583,52157,33300
Trevecca Nazarene University,0.772,15275,30820,0.4226,0.4664,0.713,4.3,18750,58888,39500
Tusculum College,0.7225,17569,32783,0.5874,0.3391,0.753,11.4,27911,41744.5,40000
Union University,0.7412,18981,40415,0.281,0.6364,0.5108,4.1,23438,53200.5,37400
Vanderbilt University,0.1274,7147,59890,0.1429,0.9252,0.1349,1.3,13750,74999.5,60900
Abilene Christian University,0.4894,20962,39811,0.2347,0.5637,0.5601,7.5,26237.5,75873.5,40200
Angelo State University,0.8049,9941,19511,0.4264,0.2975,0.5526,13.4,21594,43559,38000
Arlington Baptist College,NULL,11277,16405,0.6395,0.3333,0.8369,11.8,21000,43424,34000
The Art Institute of Houston,NULL,25516,30536,0.5836,0.39,0.7812,22.8,30500,35807.5,32900
Austin College,0.5861,18089,45800,0.2842,0.7177,0.7665,2.6,26000,83025,47600
Baptist Missionary Association Theological Seminary,1,NULL,NULL,0.6545,1,0.2,0,NULL,16459,NULL
Texas A & M University Health Science Center,NULL,NULL,NULL,0.1748,NULL,0.5534,4.8,19253,31154,NULL
Baylor University,0.5747,26982,51086,0.22,0.7472,0.4916,4.8,25281,72163,49100
Concordia University-Texas,0.4685,21046,37394,0.3924,0.3438,0.7106,6.7,25500,58229.5,41000
Texas A & M University-Corpus Christi,0.9258,13043,17782,0.4177,0.4021,0.5459,12.1,22750,36327,42400
Dallas Baptist University,0.423,18093,32489,0.3034,0.5518,0.6157,6.9,23430,48905.5,42200
Dallas Christian College,0.5516,17455,24499,0.4693,0.3023,0.7239,12.9,NULL,42236,42200
University of Dallas,0.9011,20810,47437,0.2153,0.6602,0.5066,3.5,25640.5,86001,45200
East Texas Baptist University,0.7362,16315,30172,0.4601,0.3333,0.722,12.5,23321,52871,36700
Texas A & M University-Texarkana,0.3723,7054,14147,0.4616,NULL,0.3971,10.4,12544.5,25193,35800
Texas A & M University-Commerce,0.6818,8529,18487,0.4948,0.4518,0.5986,11,21228,32165,37100
South University-The Art Institute of Dallas,NULL,25822,31013,0.5889,0.2656,0.8091,23.1,27167,44553.5,29800
Hardin-Simmons University,0.3759,19338,32001,0.3379,0.514,0.604,9.1,27000,60884,38600
Houston Baptist University,0.7318,19287,36095,0.4868,0.4388,0.5765,9,25000,34306,43600
University of Houston-Clear Lake,NULL,NULL,NULL,0.418,NULL,0.4457,10.7,18000,29836,46900
University of Houston-Downtown,0.9509,9909,18879,0.4744,0.1408,0.4419,12.1,21000,24928.5,42800
University of Houston-Victoria,0.5102,7961,17508,0.4369,NULL,0.4932,6.7,16844,28760,39300
University of Houston,0.5841,9996,22215,0.3879,0.4754,0.4299,7.9,20426,33211,48300
Howard Payne University,0.5382,15321,32861,0.4253,0.4196,0.6664,16.3,23412.5,46720,37300
Huston-Tillotson University,0.4589,16378,25894,0.7025,0.2606,0.8382,28,NULL,28925,30500
University of the Incarnate Word,0.9307,17774,34487,0.4188,0.4,0.6301,9.2,27000,41999,42700
Jarvis Christian College,NULL,15325,22395,0.9005,0.0902,0.9619,30,34773.5,21226,25800
Lamar University,0.7682,14717,21142,0.4556,0.346,0.5438,13.5,23182,31781.5,38800
Texas A & M International University,0.4785,4942,15272,0.5733,0.4298,0.3872,11.1,14671.5,23615.5,45200
LeTourneau University,0.4066,15753,37031,0.4086,0.528,0.7886,6.9,29250,44614.5,50000
Lubbock Christian University,0.9489,17091,28493,0.3927,0.4125,0.7878,10.2,24998,49495,36700
University of Mary Hardin-Baylor,0.8468,20227,35000,0.4098,0.4719,0.6876,9.4,26784,57382,41700
McMurry University,0.5924,16113,34650,0.4571,0.3794,0.6637,14.1,27000,44039,37200
Midwestern State University,0.7178,6501,15704,0.3738,0.4422,0.5099,7.4,23000,42383.5,38500
University of North Texas,0.5969,3498,18593,0.3645,0.4993,0.5602,10,20750,49512,42100
Northwood University-Texas,0.2578,9589,31642,0.5229,0.3083,0.8244,9.6,23474.5,49456,44600
Our Lady of the Lake University,0.6561,14789,33227,0.5714,0.341,0.7795,9.5,25250,31566.5,39200
The University of Texas-Pan American,0.6217,1373,11601,0.6362,0.393,0.424,12.4,12993.5,21957,40500
The University of Texas at Brownsville,NULL,7254,13651,0.575,0.2568,0.4499,14.4,17709,18013,29400
Paul Quinn College,0.9858,13197,21418,0.7865,0.049,0.8698,22.6,NULL,19731,29500
Prairie View A & M University,0.4232,8179,16782,0.6541,0.3652,0.7982,24.5,29052,34372,33600
Rice University,0.1674,7960,52242,0.1723,0.9111,0.1798,1.3,8413,71258,59900
Saint Edward's University,0.7853,15743,43046,0.344,0.6952,0.5887,6,25000,54531.5,44700
University of St Thomas_2,0.7724,17219,37271,0.3357,0.5104,0.4209,6.8,25000,42131.5,48800
Sam Houston State University,0.6499,10918,19173,0.4338,0.5061,0.6009,10.5,22224,47405.5,41400
Schreiner University,0.9262,15387,33631,0.4204,0.4084,0.9082,9.7,25200,39382,36700
St Mary's University,0.5823,16675,35160,0.5144,0.5504,0.682,8.3,26685,44525.5,46300
Southern Methodist University,0.507,19551,57947,0.1735,0.7902,0.3247,4,22500,63543.5,52200
Southwestern Assemblies of God University,0.3486,19679,29652,0.5322,0.3238,0.7516,12.4,26500,40330,31600
Southwestern University,0.5217,16226,46789,0.259,0.7008,0.5244,8.4,26564.5,95160,47200
Stephen F Austin State University,0.5687,16941,21909,0.448,0.4317,0.601,12.9,25000,45665,39700
Texas State University,0.7508,10554,19721,0.3453,0.5737,0.5201,9.4,21714.5,48876,43700
Southwestern Adventist University,0.5392,15756,27907,0.4579,0.3824,0.6212,12.3,27000,38208,37900
Sul Ross State University,0.522,9293,17254,0.6055,0.2851,0.5858,15.4,16728,23682,38000
Tarleton State University,0.5682,12880,17709,0.4114,0.4336,0.5557,9.1,21500,42847,40400
University of Texas Southwestern Medical Center,NULL,NULL,NULL,0.0606,NULL,0.0909,1.1,NULL,10023,81500
The University of Texas Health Science Center at San Antonio,NULL,NULL,NULL,0.2766,NULL,0.5946,3.3,15755,24472,71000
The University of Texas Medical Branch,NULL,NULL,NULL,0.2589,NULL,0.5547,3.4,15000,26265,68500
Texas A & M University-Kingsville,0.881,8891,19721,0.5427,0.341,0.7603,13.3,20899,26861.5,39700
Texas A & M University-College Station,0.6947,4528,20819,0.2162,0.7908,0.3511,4.8,19253,71288,52900
The University of Texas at Arlington,0.5998,11730,21420,0.4039,0.4041,0.5975,7.3,19608,36358,46400
The University of Texas at Austin,0.4019,9075,25176,0.2683,0.7944,0.4008,4.7,22165,62086,52800
The University of Texas at Dallas,0.5857,8750,22381,0.354,0.6291,0.5766,7.2,19500,39445.5,49500
The University of Texas at El Paso,0.9981,5878,15272,0.5802,0.3946,0.4967,9.8,18250,22907,39800
The University of Texas at Tyler,0.8203,7762,19366,0.3879,0.4412,0.4778,9.4,18486,34405,41600
Texas Christian University,0.4739,20022,48189,0.1447,0.76,0.3421,4.3,22500,81852.5,49100
Texas College,NULL,16128,20765,1,0.1455,0.9444,24,29788,19550,23300
Texas Lutheran University,0.5087,15508,35480,0.3991,0.5151,0.7011,9.7,27305,68816.5,43600
The University of Texas of the Permian Basin,0.8401,5706,14292,0.2117,0.2688,0.2456,11.5,13750,29706,42400
The University of Texas at San Antonio,0.7327,8348,18936,0.4379,0.3,0.5512,11,23723,38470,44100
Texas Southern University,0.4503,18303,22311,0.6721,0.1633,0.7412,17.4,33763,22626,31300
Texas Tech University,0.663,10296,20900,0.289,0.5904,0.4932,7.6,23246.5,69477,46100
Texas Wesleyan University,0.2992,18527,30696,0.4849,0.4123,0.8133,8.4,26000,36026,39500
Texas Woman's University,0.8603,7343,16345,0.4923,0.4146,0.6135,6.1,20923,36226,44800
Trinity University,0.6393,15731,46274,0.1549,0.8162,0.3828,2.7,21630,101012.5,53200
The University of Texas Health Science Center at Houston,NULL,NULL,NULL,0.3535,NULL,0.8028,1.3,18000,21202,77700
Texas Tech University Health Sciences Center,NULL,NULL,NULL,0.2352,NULL,0.5732,2.2,12500,47606.5,65000
Wayland Baptist University,0.9862,11885,21543,0.3224,0.332,0.42,10.8,18750,36554.5,40900
West Texas A & M University,0.7403,7727,17553,0.3858,0.403,0.512,11,21500,39169,40000
